Temp,TM,Tm,SLP,H,VS,V,CO,NO2,O3,SO2,PM10,PM25
31.8,38.8,24,1004.8,54,1.9,2.6,0.419999987,65.51000214,81.18000031,5.619999886,5,103
33.6,40.6,25.6,1001.3,47,2.6,3.9,0.939999998,86.87000275,58.40000153,11.47000027,5,119
35.3,43.7,26.3,999.2,43,2.7,4.4,1.200000048,99.63999939,40.20000076,9.970000267,8.170000076,124
33.9,43.7,29.1,999.4,48,1.8,7.8,1.629999995,130.1000061,29.37000084,15.10000038,53.33000183,143
34.6,42.8,25,999.6,46,1.8,6.3,0.379999995,56.27000046,76.01000214,18.70000076,4.590000153,143
32.9,41.6,25.6,1003,44,2.9,17.4,0.949999988,46.95000076,86.48999786,12.65999985,7.980000019,44
32.8,39.9,25,1003.3,48,2.6,4.6,0.569999993,60.63000107,48.83000183,7.03000021,5.369999886,71.95833333
34.8,41.7,26.5,1000,40,2.6,6.5,1.690000057,114,30.70999908,21.88999939,6.920000076,17.5
35.3,43.4,26,998,39,1.8,7.2,0.479999989,51.97999954,77.26999664,4.090000153,5,87
36.9,44.7,27.7,996.1,34,2.6,8.5,0.620000005,57.86000061,86,7.239999771,39.52999878,84
37.4,45,29.4,995.1,36,2.3,10.2,0.479999989,67.84999847,50.58000183,3.609999895,19.27000046,85.54166667
38.5,44.9,30.8,994,31,1.9,13.1,0.430000007,67.76999664,80.91999817,8.600000381,5,101
37.8,45.1,28.6,993.3,34,1.9,6.7,0.419999987,28.21999931,76.30000305,7.579999924,9.920000076,76
37.9,45.5,30.1,993.1,38,1.9,5.9,0.409999996,77.12999725,65.97000122,3.519999981,7.349999905,84.33333333
37.3,45.5,28.1,994.8,28,1.9,12,0.400000006,60.04999924,75.58999634,10.03999996,5,84
37.5,43.6,31.2,995.7,31,2.3,14.8,0.709999979,74.02999878,63.34999847,12.65999985,4.369999886,83
33,43.6,28.4,997.1,49,1.9,24.3,0.970000029,46.63999939,85.76000214,8.829999924,5,55
30.3,41.1,22.7,997.7,62,2.6,16.7,0.310000002,33.84000015,82.95999908,9.970000267,7.710000038,48
30.5,37.1,25.5,997.3,73,2.6,6.5,0.519999981,4.690000057,107.5999985,9.630000114,21.46999931,64.45833333
33.9,40.6,28,997,59,2.1,8.1,0.219999999,29.04999924,82.01000214,24.78000069,57.61999893,80.54166667
36.4,41.2,30.6,995.5,50,2.7,10.9,0.720000029,67.56999969,66.16000366,10.52999973,14.02999973,58.08333333
36.8,43.3,31.2,994.2,48,2.6,15.9,1.730000019,134.3000031,15.82999992,13.39999962,48.5,49.95833333
34.4,43.3,29.2,994.3,61,1.9,10.9,0.680000007,91.91000366,49.84999847,8.710000038,13.52000046,101.7083333
35.6,41.4,28.4,993.2,55,1.9,10.9,0.540000021,78.55000305,54.36999893,6.739999771,20.38999939,65.41666667
37.9,43,31,991.5,44,2.3,17.8,0.379999995,56.86999893,77.90000153,4.900000095,19.60000038,54.66666667
36.9,41.7,32.7,994,49,1.9,9.8,0.889999986,103.3000031,44.16999817,11.59000015,16.73999977,78
34.5,41.7,30.3,996.3,55,1.9,4.4,1.080000043,93.08000183,44.34999847,9.229999542,20.61000061,73
32.7,38.8,29.4,995.9,56,1.9,6.3,1.340000033,133.8000031,25.17000008,12.68999958,43.40000153,58
33.1,39,26.5,995.4,54,2.3,10.2,0.370000005,56.02000046,70.98000336,8.449999809,26.48999977,61
33.3,39,25.3,997.7,56,1.9,9.8,1.039999962,53.20999908,80.20999908,11.96000004,11.98999977,49
32.4,38.1,23.5,1000.8,66,1.9,3.3,0.639999986,73.22000122,40.49000168,7.460000038,15.60000038,65.875
34.7,39.9,28.8,1001.5,55,1.9,9.4,1.49000001,106.9000015,33.58000183,19.06999969,25.53000069,72.41666667
34.7,39.9,29,999.4,57,1.9,5.9,0.620000005,68.29000092,62.79999924,3.940000057,18.81999969,71
33.1,39.7,26,997.7,63,1.9,9.6,0.649999976,69.83999634,70.04000092,6.760000229,37.68999863,74
32.2,39.7,25.2,997.6,72,1.9,3.1,0.620000005,91.08000183,35.29999924,4.239999771,36.59000015,107.1666667
31.2,35.2,27,1000.9,71,1.9,6.3,0.540000021,55.75999832,77.58999634,6.949999809,6.71999979,184.6666667
29.5,36.6,25.5,1000.9,76,1.8,5.7,0.419999987,31.87000084,71.09999847,8.029999733,56.36999893,113.3333333
28.9,36.6,26.1,998.4,80,1.9,5.2,0.519999981,113.0999985,34.40999985,4.199999809,23.95000076,146.2083333
32.5,36.8,26,996.8,68,1.8,4.1,0.419999987,65.41000366,70.27999878,8.5,18.59000015,65.375
34,38.6,29,998.8,60,1.9,4.6,0.720000029,75.01000214,60.02000046,10.89000034,6.309999943,111.0416667
30.8,38.6,28.4,1000.4,66,1.9,4.3,0.870000005,47.52000046,81.75,7.5,15.89999962,111.125
34,38.8,26.8,998.1,55,1.9,5.6,0.330000013,37.68999863,78.27999878,7.900000095,5.150000095,112.2916667
34.9,40.3,28.6,996.8,48,1.9,9.6,0.560000002,7.590000153,100.5,9.350000381,32.13999939,60.625
35.9,40.5,29.6,996.3,46,1.9,13.7,0.300000012,45.41999817,70.84999847,21.75,44.18999863,71
36,41.3,30,996.8,46,1.9,11.3,0.730000019,73.47000122,58.68000031,9.31000042,23.65999985,57.04166667
36.7,42,30.1,996.2,45,2.7,8.9,1.789999962,134.1000061,11.26000023,15.03999996,65.27999878,67.41666667
36.4,42.3,30.5,996.1,54,1.9,4.3,0.629999995,96.13999939,35.83000183,8.130000114,28.90999985,132.7083333
33.3,42.3,29.2,997.8,69,1.9,5.2,0.400000006,72.93000031,50.81000137,6.300000191,29.67000008,153.4166667
32.4,40.2,25.9,997.2,74,1.9,6.7,0.379999995,67.15000153,56.91999817,5.039999962,29.97999954,134.9583333
33.2,39,28.5,996.2,68,1.9,8.9,0.800000012,104.4000015,33.79000092,11.02999973,50.99000168,81.125
32.6,39,27.9,997.2,70,1.9,10.4,1.00999999,97.58999634,30.54000092,8.93999958,33.79000092,197.6666667
30.8,36.8,26.4,995.9,77,1.9,6.7,0.949999988,114.6999969,30.97999954,9.93999958,40.47000122,160.75
27.3,36.8,24.6,994.9,88,1.9,2.6,0.360000014,52.90000153,62.93000031,7.309999943,31.81999969,29.125
29.8,33.6,25.4,995.1,76,1.9,6.3,0.910000026,55.50999832,70.23000336,11.18000031,17.48999977,52.25
30.8,34.6,26.5,996.6,74,1.9,6.3,0.550000012,63.63000107,42.38999939,5.559999943,21.75,160.375
32.1,35.8,27.2,996.1,71,1.9,4.6,1.5,102.3000031,28.67000008,18.55999947,31,99.375
31.7,36.3,29.4,997,75,1.9,7.2,0.670000017,70.94000244,53.00999832,3.799999952,28.30999947,123.875
30.7,34.1,28.2,997.8,77,1.9,8.1,0.479999989,61.74000168,67.91999817,6.309999943,39.40999985,131.4166667
30.7,34,27,998.7,70,1.9,12,0.579999983,85.02999878,32.45999908,3.789999962,38.38000107,53.875
30.7,33.9,26.5,1000.8,70,1.9,10,0.540000021,76.69999695,64.98000336,6.650000095,29.70999908,31
32.5,37.5,27.6,1001.9,67,1.9,7.2,0.400000006,32.49000168,64.13999939,6.949999809,45.5,47
31.7,37.5,28.1,1002.1,71,1.9,2.4,0.50999999,121,26.39999962,4.46999979,29.39999962,38
30.2,37.4,27.7,999.3,80,1.6,4.3,0.400000006,65.30000305,62.77999878,8.369999886,19.53000069,42
30.3,34.9,25.8,999.4,76,1.9,5.7,0.540000021,68.76999664,56.68999863,9.569999695,12.77999973,35
31.9,36.5,26.6,999.6,72,1.9,4.1,0.949999988,61.56000137,62.68999863,7.980000019,26.06999969,43
32.5,36.5,28.2,999.9,71,1.9,7.8,0.319999993,38.91999817,70.40000153,7.789999962,9.630000114,35
33.3,37.7,28.1,998,66,1.9,6.5,0.569999993,11.89999962,88.23999786,9.159999847,33.16999817,25.08333333
30.3,35.3,28.4,996.9,81,1.9,0.9,0.370000005,64.19999695,49.63999939,21.70000076,56.81000137,45
31.4,36.6,27,995.3,72,1.9,5.7,0.680000007,74.77999878,50.15999985,8.850000381,31.5,33
30.5,36.6,27.8,996.1,75,1.9,5.2,1.340000033,113.5,14.47000027,10.90999985,62.22999954,31
29.8,35.4,26.8,997.5,82,1.4,1.9,0.379999995,74.55999756,44.33000183,7.710000038,47.72999954,69
32.6,35.5,30,996.3,67,1.9,7.4,0.25,46.81000137,66,6.110000134,33.70999908,62
31,34,29,996.8,71,1.9,5.6,0.280000001,56.91999817,66.22000122,4.920000076,86.30999756,26
30.9,35,27.6,998.4,73,1.9,5.9,0.479999989,73.56999969,46.09999847,9.659999847,89.43000031,30
30.9,35.4,27,1000.3,75,1.9,4.8,0.790000021,79.94000244,39.90999985,7.579999924,64.47000122,29
28.8,32.5,27.6,1000.8,88,1.9,3.5,0.680000007,89.01999664,41.27000046,7.329999924,45.86000061,47
31,36,25,999.8,76,1.6,3,0.289999992,41.43999863,63.13999939,7.880000114,65.48000336,48
32.1,36.6,27.6,998.6,65,1.9,8.3,0.569999993,37.72999954,75.61000061,9.949999809,44.40999985,37.125
32,36.6,27,998.1,63,2.3,20.7,0.300000012,41.36999893,49.75,4.980000019,55.68000031,23
30.5,36.2,25.4,997.3,65,2.3,18.5,0.829999983,68.91999817,46.40999985,15.14999962,71.29000092,22
31.2,35.7,27.6,999,62,1.9,14.6,0.430000007,45.38000107,64.91999817,3.349999905,71.41000366,25
30.6,35.2,26.2,1002.9,67,1.9,6.9,0.49000001,48.58000183,71.54000092,6.440000057,52.36999893,32
31.3,36.3,25.8,1003.1,60,2.3,7.2,0.449999988,68.15000153,36.65000153,2.480000019,68.47000122,31
31.8,36.4,27,1005.3,63,1.9,5.6,0.419999987,46.81999969,69.20999908,6.869999886,75.41999817,56
33,37,27,1004.8,59,1.9,6.9,0.270000011,22.44000053,65.25,6.900000095,80.20999908,66
33.3,38.4,28,1002.5,54,1.9,8.9,0.449999988,109.8000031,33.61000061,3.619999886,42.24000168,64
32.6,38.4,28,1001.3,51,1.9,10.9,0.319999993,59.5,58.43999863,7.769999981,60.04000092,47
32.9,38.1,26.4,1002.5,54,2.3,8.5,0.389999986,49.20000076,63.13999939,9.989999771,53.97999954,48
33.1,38.2,27.5,1003.2,53,1.9,9.3,0.810000002,42.25,69.29000092,7.639999866,64.38999939,51
33.2,38.2,28,1003,53,2.7,11.3,0.330000013,30.61000061,69.77999878,7.849999905,51.36000061,43
33.7,39.1,27.5,1002.6,53,2.7,7.8,0.469999999,8.659999847,85.05999756,9.31000042,53.15000153,33.5
34.1,39.4,29,1001.5,49,3.1,10,0.209999993,32.61000061,66.68000031,20.73999977,41.68000031,43
34.1,39.4,27.5,1001.1,53,2.9,8,0.49000001,55.99000168,56.81000137,8.050000191,60.88999939,38
29.7,38.2,27.2,1003.9,73,2.3,6.7,1.110000014,109.6999969,12.71000004,10.1,52.95000076,29.16666667
30.4,37.2,26,1003.5,75,1.9,3.7,0.340000004,55.90000153,56.95000076,7.070000172,31.84000015,37.375
28.7,34.8,23.7,1002.5,82,1.9,4.3,0.25999999,51.63000107,57.61000061,5.909999847,42.83000183,60
27.5,34.8,25,1001,89,1.9,4.3,0.270000011,49.27999878,63.90999985,4.909999847,43.27999878,49
29.5,35.3,24.6,1001.1,71,2.3,10.9,0.439999998,67.05000305,45.86000061,9.539999962,53.77999878,19
29.4,35.3,26.3,1001.7,76,2.6,10.4,0.670000017,64.79000092,48.97000122,6.309999943,44.45999908,22
28.5,33.2,26,1001.3,82,1.9,15,0.610000014,76.58000183,48.29000092,6.889999866,40.88000107,24.29166667
27.8,33.2,25,1000.3,85,2.1,9.3,0.25999999,33.97999954,69.91999817,7.5,40.31000137,25
26.6,32.5,24.6,1000.1,89,1.9,8.3,0.819999993,63.75,50.34000015,12.68000031,35.45999908,23.41666667
28.6,32.2,23.6,1002.5,81,1.9,2,0.529999971,56.25999832,35.61000061,6.230000019,42.29999924,47
30.9,34.7,25.7,1003.5,73,1.9,1.3,0.879999995,70.34999847,41.34000015,15.61999989,52.95000076,74
31.2,36,26.4,1003.3,72,1.9,3.5,0.219999999,34.25,69.87999725,2.920000076,36.40000153,41
30.8,36,26.8,1002.5,76,1.9,1.9,0.209999993,35.18000031,80.33999634,5.909999847,43.09000015,50
28.7,36,26.6,1003.3,82,1.9,4.8,0.589999974,81.87999725,24.64999962,3.74000001,54.93000031,44
26.5,29.1,25.2,1005.7,89,1.1,3.5,0.400000006,31.95999908,63.65000153,7.019999981,39.75999832,66
28.5,33.6,23,1005.1,77,1.9,1.7,0.209999993,18.67000008,67.40000153,7.239999771,53.58000183,62
29.3,34.1,23.5,1004.1,73,1.8,4.3,0.310000002,92.75,46.36000061,2.859999895,38.40000153,58
29,34.8,24.6,1004.3,71,1.9,6.7,0.25999999,39.27000046,70.83000183,7.489999771,36.81000137,57
29.8,34.9,22.5,1004.2,68,2.6,6.7,0.310000002,38.75,67.86000061,9.199999809,26.45999908,38
30.6,34.9,26,1002.4,70,1.9,6.3,0.769999981,22.06999969,84.37000275,7.550000191,38.52999878,57
30.6,35.5,25.6,1002.1,67,2.7,7.4,0.25999999,26.85000038,67.94000244,7.71999979,22.75,50
30.5,35.7,25.2,1003.8,67,1.9,6.7,0.479999989,10.77999973,79.26000214,9.600000381,42.91999817,50
31,36.3,25.3,1003.5,62,3.1,4.3,0.170000002,32.54999924,59.18000031,19.93000031,54.04999924,47
31,36.3,26,1002.8,61,2.3,4.4,0.449999988,50.61999893,57.09000015,8.3,41.58000183,56
30.4,36.2,25.2,1003.6,61,2.6,5.6,0.709999979,95.19000244,17.40999985,7.840000153,45.34999847,54
30.6,36,25,1004.5,57,2.6,13.3,0.150000006,44.52999878,57.47000122,6.650000095,38.72999954,42
30.8,35.7,26,1004,54,3.7,11.1,0.170000002,38.40000153,66.68000031,5.829999924,46.00999832,41
29.6,36,24.4,1006.3,59,2.6,8.1,0.219999999,42.11999893,71.86000061,4.829999924,46.09000015,42.375
30,35.8,24.2,1007.7,58,2.6,9.6,0.310000002,33.20999908,68.33999634,8.970000267,63.38000107,45
30.1,35.7,24,1008.1,57,2.4,5.7,0.810000002,71.58000183,39.70999908,7.130000114,51.68000031,52
30.7,36.3,25.4,1009.2,54,3.1,8.9,0.479999989,62.59999847,54.63000107,5.860000134,38.27000046,43
30.4,36.3,25.1,1009.6,55,2.7,7.2,0.25999999,37.43999863,64.48000336,7.760000229,46.43999863,41
30.4,36.4,24.9,1009.1,55,2.9,7.4,0.330000013,34.65999985,70.76000214,10.43999958,39.75999832,44
30.6,37.2,24,1009.4,55,2.4,6.7,0.119999997,24.01000023,56.27000046,4.559999943,44.11000061,49
31,36.9,24.3,1010.1,54,3.1,3.1,0.529999971,43.47000122,59.24000168,13.80000019,42.88999939,41.95833333
30.9,37.2,24.5,1008.3,65,1.6,1.1,0.209999993,29.54999924,69.66999817,3.210000038,41.00999832,45.75
29.6,35.2,24.9,1009.9,59,1.9,3,0.129999995,30.42000008,81.83999634,5.800000191,43.34999847,70
27.6,34.6,22.2,1010,56,2.3,3.3,0.209999993,28.72999954,56.18999863,1.330000043,70.37000275,51
27,34.6,20.3,1008.7,62,1.9,3.1,0.289999992,29.81999969,76.48999786,6.840000153,51.27000046,66.75
25.7,34,19.8,1008.5,62,1.4,4.3,0.180000007,15.35999966,67.04000092,6.949999809,54.95999908,39.95833333
24.4,33.6,21.4,1011,75,1.9,5.4,0.280000001,75.41000366,52.09999847,2.619999886,37.54000092,11.58333333
24.5,30.4,19.6,1014.8,73,2.1,3.1,0.230000004,33.36999893,72.37000275,7.380000114,38.16999817,13
23.2,30.6,16.2,1014.1,62,2.6,4.8,0.330000013,39.18999863,65.45999908,10.89000034,30.84000015,7.875
24.9,31.6,15.6,1013.8,53,1.6,3.1,0.75,24.82999992,78.86000061,7.860000134,39.54999924,33.54166667
24.1,31.6,16.5,1012.8,60,1.6,2.6,0.209999993,20.53000069,71.98000336,7.630000114,33.27000046,151
23.8,31.5,16.5,1012.5,61,1.4,4.3,0.439999998,7.650000095,78.98000336,9.640000343,41.06000137,156
24.7,32.3,16.6,1013.3,60,1.8,4.4,0.159999996,28.54999924,53.88999939,18.80999947,40.93000031,156
25.4,33.3,18,1014.5,60,1.4,2,0.330000013,38.72000122,63.11999893,7.510000229,44.72999954,151.7916667
25.7,34.3,18,1014.5,67,1.1,0.4,0.670000017,84.98000336,21.89999962,7.039999962,51.91999817,181
25.3,34.3,18.2,1012.8,69,1,0.9,0.140000001,54.90999985,43.25999832,6.920000076,40.77000046,219.9583333
25.5,33.2,19,1011.8,72,1.3,1.9,0.119999997,30.56999969,74.19000244,6.449999809,46,231
25.4,33.1,18.6,1012.3,71,1,0.9,0.180000007,36.15000153,76.11000061,5.210000038,69.94000244,252
25.1,32.3,19.4,1014.9,69,1.4,2,0.209999993,21.03000069,74.62999725,9.050000191,66.11000061,119
24.9,32.6,19.5,1013.7,67,1.4,1.9,0.449999988,46.22999954,61.68999863,4.420000076,59.38000107,126
25,32.6,17.9,1011.9,69,1,2.6,0.340000004,44.70999908,66.26000214,5.460000038,40.47999954,172
24.9,31.7,19.8,1012.3,70,1.1,1.7,0.25,39.56000137,58.59999847,8.579999924,43,207
24,32.1,17.8,1012.2,64,1.1,1.9,0.109999999,17.94000053,81.86000061,10,41.56000137,230
23.2,32.1,16,1013.7,62,1,3.7,0.02,16.04999924,58.00999832,4.170000076,43.06000137,232
22.5,29.3,16.6,1014,57,1.3,5.4,0.50999999,53.90999985,51.75999832,15.96000004,64.48999786,215
22.7,31.1,15.8,1014.5,54,1.4,7.2,0.079999998,26.42000008,70.52999878,3.279999971,42.90999985,239
23.4,31.2,15,1013.4,58,1.1,4.1,0.029999999,27.95999908,77.33000183,5.960000038,38.79000092,196
23.7,31.8,16.8,1012.3,60,1.4,3.9,0.119999997,16.12000084,62.97000122,1.50999999,48.15000153,206
22.8,31.8,17,1012.6,62,1.1,4.6,0.219999999,37.97999954,77.48000336,6.869999886,71,235
23.2,30.6,16.4,1011.6,61,1.4,6.3,0.159999996,12.56000042,69.13999939,7.420000076,63.56999969,199
23.9,31.7,16.6,1012.9,69,1,2.4,0.159999996,45.36000061,74.08999634,2.519999981,39.43000031,232
24,32.1,17.1,1014.6,69,1.3,1.7,0.170000002,20.77000046,81.91000366,7.480000019,45.68999863,185
24.2,31.6,17.2,1015.3,62,1.1,4.3,0.219999999,28.72999954,69.95999908,9.069999695,41.45999908,282
21.3,29.5,14.6,1014,57,1.3,3.5,0.660000026,16.27000046,84.26000214,8.31000042,84.54000092,226
19.1,29.5,11.2,1014.8,58,1.1,2.2,0.209999993,24.40999985,67.76000214,8.090000153,42.56999969,222
19.4,28.5,10.9,1015.9,57,0.8,2.2,0.360000014,9.210000038,76.48000336,9.760000229,52.18999863,317
18.5,27.6,11.7,1016.6,56,1.3,3.3,0.129999995,39.93000031,37.88000107,19.84000015,63.77000046,257.6666667
18.3,27.6,9,1016.4,48,1.3,7.4,0.239999995,32.68000031,66,7.539999962,51.68000031,166
18.6,27.5,10.6,1014.8,51,1.3,2.8,0.419999987,72.31999969,28.28000069,6.190000057,53.74000168,135
18.3,27.6,9.4,1015.2,51,1.8,2.6,0.140000001,46.86999893,50.31999969,7.139999866,40.99000168,133
17.6,27.6,9.1,1016.2,56,1.4,2.8,0.100000001,23.61000061,78.69999695,6.349999905,36.06999969,175
17.7,28.1,8.6,1017.7,57,1.4,2,0.150000006,33.15999985,75.52999878,5.440000057,58.72999954,189
17.6,28.8,8.5,1016.6,59,1.3,1.1,0.159999996,9.949999809,82.23000336,8.869999886,56.65000153,211.4583333
18.4,28.8,11.7,1014.9,58,1.4,3.7,0.569999993,57.31000137,51.84999847,4.949999809,63.65000153,215
17.2,27.8,9.8,1014.1,64,1,2,0.280000001,40.75999832,69.41000366,5.710000038,42.47000122,223
17.6,27.6,8.8,1013.6,61,1.4,1.7,0.239999995,37.99000168,55.18000031,8.920000076,67.16000366,187.5416667
17,27.8,8.8,1014.8,59,1.1,1.5,0.039999999,11.94999981,85.5,9.93999958,44.68000031,198
16.8,27.8,8.5,1015.9,58,1.4,4.3,0,14.36999989,58.75,4.21999979,50.61999893,156
16.4,26.6,8,1015,57,1.3,2.6,0.409999996,50.02000046,53.43000031,15.65999985,63.77000046,135
17.4,26.7,9,1011.2,55,1.4,6.3,0.039999999,20.39999962,73.30999756,3.420000076,70.51999664,152
20.1,30,11.4,1013.8,47,1.8,8.9,0.059999999,25.42000008,77.90000153,5.769999981,64.06999969,46.70833333
20.1,29,13.8,1014.3,52,1.9,7.2,0.109999999,14.76000023,63.70000076,1.75,53.56999969,91
20.3,28.1,14,1013.6,52,1.9,9.3,0.140000001,19.97999954,82.73000336,7.119999886,80.30999756,99.91666667
19.8,32.5,12.6,1015.8,55,1.4,3.9,0.090000004,11.02999973,69.23999786,7.300000191,80.30000305,113
17.8,27.8,10,1017.3,62,1.4,2.6,0.159999996,31.42000008,73.15000153,2.49000001,42,166
18.3,27.5,10.6,1016.3,54,1.9,4.8,0.150000006,20.5,78.91999817,7.610000134,54.09000015,146
17.2,27.4,10.5,1014.9,52,1.6,4.8,0.189999998,22.54000092,74.94999695,9.56000042,44.52000046,119
17.1,26.3,10.2,1015.1,54,1.6,2.8,0.639999986,18.75,80.72000122,8.670000076,68.62000275,110
14.5,28.9,8.6,1017.6,49,2.1,4.6,0.180000007,16.04999924,75.75,8.140000343,57.49000168,161
13.3,23.8,6.6,1017.5,56,1.4,2.8,0.319999993,12.64999962,70.38999939,9.800000191,47.24000168,169
16.7,30.4,5.1,1016.9,56,1.3,0.6,0.170000002,74.11000061,14.09000015,19.90999985,53.68999863,216.7916667
15.8,22.3,10.4,1016.2,77,1,8.9,0.200000003,29.81999969,66.26000214,7.610000134,56.41999817,203
15,20.8,13.2,1016.8,93,1.1,3.5,0.189999998,45.97000122,50.29000092,5.28000021,55.54999924,25.08333333
14.2,20,10.4,1019.2,82,1.6,1.9,0.159999996,39.47999954,69.26999664,7.210000038,53.20000076,57.08333333
14,19.3,9,1021.4,80,1.1,4.6,0.079999998,18.25,86.41999817,6.360000134,55.34999847,152
12.9,19.6,9.2,1020.4,76,1,6.5,0.170000002,31.78000069,79.62999725,5.519999981,85.94000244,177
11.7,19.6,7.4,1021.4,82,0.6,3,0.159999996,13.17000008,81.40000153,8.979999542,62.45999908,239
11.7,17.6,7.4,1022.3,85,0.3,0.4,0.300000012,35.66999817,74.76000214,4.070000172,68.44999695,349
11.3,17.5,7.2,1018.8,81,0.8,5.7,0.230000004,26.62000084,80.55000305,5.110000134,49.63999939,188
9.5,17.5,5.6,1018.1,84,0.5,0.9,0.159999996,11.53999996,79.61000061,10.02999973,65.54000092,310
9.4,15.8,4.2,1017,89,0.3,1.3,0.02,10.61999989,87.72000122,9.920000076,51.97000122,375
9.6,16.3,6,1017.8,83,0.5,1.7,0,9.600000381,62.41999817,3.650000095,57.04000092,297
9.6,15.9,5,1021.2,86,0.3,3.5,0.25999999,30.97999954,71.37999725,15.01000023,69.31999969,441
9.3,16,6,1020,85,0.6,8.1,0.01,13.78999996,82.76000214,3.140000105,69.37000275,204.375
10.8,17,6.3,1017.7,82,0.8,7.8,0.07,13.03999996,93.06999969,5.630000114,50.5,223
10.4,19.2,4.8,1018.6,71,0.8,2.8,0.109999999,14.77999973,62.06000137,1.899999976,55.65000153,248
8.9,18.3,2.6,1019.9,88,0.2,0.7,0.07,18.78000069,87.01000214,6.849999905,78.43000031,441
11.1,21.2,4.8,1017.2,74,0.6,1.5,0.090000004,8.520000458,71.26000214,7.199999809,71.86000061,237
11.6,21.2,4.5,1014.8,74,0.6,2.6,0.119999997,25.82999992,85.43000031,2.369999886,47.95999908,334
14.9,21.6,8.8,1017.4,76,0.8,0.9,0.140000001,13.30000019,88.93000031,7.320000172,68.06999969,172.75
14.7,21.6,10.2,1018.1,97,0.6,3.1,0.129999995,20.01000023,78.55999756,10.38000011,58.29000092,146
15,16.8,13.6,1017.5,94,0.5,0.9,0.579999983,9.409999847,90.88999939,7.989999771,63.02999878,113
14.2,19,9.8,1019.5,82,1,9.4,0.170000002,13,79.09999847,8.1,49.91999817,144
13.9,20.7,7.8,1015.8,74,1.3,15,0.230000004,15.85999966,71.51999664,9.699999809,63.04999924,118
12,20.7,8.4,1015.6,83,0.8,4.4,0.170000002,59.27999878,22.77000046,19.61000061,57.52000046,170
9.8,17.6,6.4,1016.6,90,0.5,3.9,0.159999996,21.70999908,75.51000214,7.449999809,61.38999939,227
10.1,14.5,7.2,1019.2,90,0.3,3.3,0.25999999,53.97999954,42.95000076,5.320000172,49.86999893,231
10.5,16.3,6.8,1020.1,84,0.5,1.5,0.079999998,32.15999985,71.54000092,6.989999771,34.59999847,272
11.2,18.3,7.2,1018.8,77,0.8,4.4,0.079999998,16.95000076,87.48000336,6.46999979,42.74000168,205
11.1,18.3,6.6,1019.1,83,0.6,4.8,0.180000007,29.69000053,78.56999969,5.400000095,44.61999893,256
10.6,16.2,5.7,1019.4,83,0.5,0.9,0.159999996,11.39999962,83.93000031,8.920000076,56.97000122,272
12.3,18.3,4,1017.1,81,0.5,4.8,0.280000001,36.08000183,75.20999908,4.940000057,53.68000031,228
12.1,18.3,9,1017.5,86,0.6,5.2,0.25,26.69000053,79.36000061,4.909999847,42.61999893,200
12.3,19,5.8,1019.3,82,0.5,0.9,0.159999996,13.78999996,76.58999634,11.27999973,44.18999863,214
13,20.6,8.2,1019.2,81,0.6,4.6,0.07,11.90999985,84.51000214,9.270000458,40.04000092,210
13.6,21.1,8.4,1019.2,80,1,1.9,0.02,11.10000038,60.81000137,3.650000095,38.5,210
13.2,21.6,6.4,1018.6,76,1,2.6,0.270000011,30.23999977,70.69999695,14.64999962,44.63000107,227
13.9,21.6,9.4,1019,79,1,1.9,0,14.81000042,82.80000305,3.130000114,39.36000061,217
13.4,20.7,9.8,1020.1,80,0.8,7.2,0.079999998,18.11000061,89.19000244,5.519999981,45.09000015,212
13.3,17.5,9.5,1021.2,79,0.8,3.7,0.100000001,13.89000034,62.86999893,1.889999986,48.31999969,202
12.6,13.2,12,1020.5,96,0.6,3.1,0.07,13.17000008,88.05999756,6.590000153,43.34000015,149
14.7,19.8,11.4,1019.9,88,1,1.1,0.079999998,8.56000042,69.48000336,7.170000076,49.02999878,85
12.5,19.8,10.3,1020.7,89,1,9.8,0.140000001,25.61000061,78.94000244,2.410000086,38.16999817,102
13.1,18.3,8.5,1020.6,80,0.8,4.1,0.150000006,16.05999947,87.80999756,7.210000038,38.22999954,138
13.7,18.3,11.6,1019.9,91,0.6,0.9,0.140000001,12.69999981,84.23000336,9.789999962,38.52999878,153
13.3,18.4,9.8,1019.3,79,1,5.2,0.540000021,14.82999992,85.34999847,8.449999809,38.84999847,159
12.7,19.6,6.2,1020.5,61,2.1,12,0.170000002,11.82999992,81.37000275,7.980000019,29.39999962,133
13.8,21.5,7.2,1018,60,2.4,9.1,0.159999996,5.360000134,83.63999939,9.609999657,51.66999817,151
15.1,24,6.7,1017.6,66,1.3,5,0.170000002,53.06999969,27.73999977,20.22999954,73.87999725,224
17.3,23.8,10.4,1017.5,70,1,11.9,0.159999996,20.95999908,75.36000061,7.46999979,43.29000092,177.625
16.7,23.8,13,1020.7,75,0.8,7.2,0.289999992,66.93000031,35.13000107,5.650000095,53.68999863,149
14.6,23.1,11.3,1022.1,84,0.6,9.3,0.330000013,73.83000183,43.61000061,8.260000229,38.52000046,114
14.4,22.6,9.6,1019.2,62,1.4,7.4,0.100000001,27.26000023,76.91999817,6.309999943,38.11999893,97
15.2,24.5,7,1019,64,1.8,3,0.209999993,35.75999832,65.37999725,5.369999886,47.90999985,162
15.7,25.6,7.4,1016.9,68,1.4,1.9,0.25999999,39.56000137,62.68999863,9.050000191,36.34999847,161
